"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"823","Rohtak","Haryana",2019,148,17518,19927,533,23.68,363.56,1049.33,1010.99,2423.88,18178.11,0.9247,0.0749,4e-04,0.0015,3e-04,0.043,0.9552,0.2098,0.6497,0.1405,"7","-0.55","9.2","-0.47","5","-0.69","1.7","-0.84","35.8","0.46","7.8","-0.85","88","-0.51",42.5,-0.77,3.3,-0.96,18,0.74,"2.3","-0.51","12.7","0.74",95.372,229304,22.76,186,2017,4,220.8,710.38,39119,0.107246376811594
"824","Rohtak","Haryana",2018,147,21885,23395,249,24.14,347.48,1566.16,1505.04,3418.68,17373.91,0.9382,0.0613,5e-04,0.0025,5e-04,0.0606,0.9364,0.1424,0.6851,0.1725,"5.6","-0.71","6.2","-0.63","0","-1","6.7","-0.28","18.8","-0.05","74.6","0.51","100.9","-0.48",31.4,-0.84,99.4,0.45,0,-1,"3.7","-0.37","1","-0.88",79.821,193316,14.15,186,2017,4,220.8,710.38,39119,0.109329710144928
"825","Rudraprayag","Uttarakhand",2020,4,1364,585,826,0.59,5.25,0,0,5.25,262.62,0.8937,0.1063,0,0.1446,0.0064,0.0028,0.8462,0.2665,0.7236,0.0099,"143.9","1.49","39.7","-0.38","159.1","1.03","72.8","0.19","110.2","0.22","193.8","-0.07","339.7","-0.35",406.1,-0.27,37.5,-0.81,0,-1,"14.2","0.4","4.6","-0.84",18.449,25880,20.27,1043,2017,16,28.07,36.25,10190,0.0210188813680086
"826","Rudraprayag","Uttarakhand",2019,4,2314,860,1830,0.66,4.37,0,0,4.37,289.77,0.8639,0.1361,0,0.1684,0.003,0.0175,0.8111,0.4119,0.5576,0.0305,"103.8","0.8","140.9","1.18","34","-0.57","80.9","0.32","32.5","-0.64","101.8","-0.51","351.2","-0.33",554.7,-0.01,252.9,0.3,23.1,-0.23,"46.7","3.62","64.3","1.19",19.075,26104,16.29,1043,2017,16,28.07,36.25,10190,0.0235126469540435
"827","Rudraprayag","Uttarakhand",2018,4,1351,826,631,0.89,4.06,0,0,4.06,329.79,0.9362,0.0631,7e-04,0.1668,0.0851,0.0583,0.6898,0.1476,0.8209,0.0315,"22.7","-0.7","13.6","-0.81","27.5","-0.68","87.7","0.6","91.4","-0.03","302.5","0.39","398.2","-0.31",496.6,-0.22,172.7,-0.27,5,-0.9,"14.5","0.06","0","-1",19.172,24328,24.18,1043,2017,16,28.07,36.25,10190,0.031706448165301
"828","Rudraprayag","Uttarakhand",2021,4,5144,647,5254,0.64,5.73,0,0,5.73,286.65,0.8407,0.1591,2e-04,0.1002,0.0015,0.0029,0.8954,0.083,0.9104,0.0066,"30.2","-0.48","19.8","-0.69","19.1","-0.76","69.3","0.13","220.8","1.44","322.4","0.55","405.7","-0.22",248.7,-0.56,266.8,0.37,129,3.31,"0.4","-0.97","18.1","-0.38",18.245,27253,20.7,1043,2017,16,28.07,36.25,10190,0.0228001425008906
"829","Sagar","Madhya Pradesh",2021,752,95265,167602,414,262.22,1727.87,7343.32,7343.32,16414.51,86393.39,0.9156,0.0836,8e-04,0.0492,0.0219,0.6211,0.3078,0.1309,0.4761,0.393,"2","-0.86","7.2","-0.48","27.7","2.3","1.4","-0.54","94.4","8.83","208.5","0.5","249.9","-0.31",252.4,-0.36,185.3,-0.01,29.2,-0.01,"0","-1","8","-0.2",526.737,589734.33,13.8,13,2017,6,986.3,1629.89,19853,0.265862313697658
"830","Sagar","Madhya Pradesh",2019,765,106281,179267,680,306.68,1487.8,7737.03,7737.03,16961.86,74390.11,0.9108,0.088,0.0012,0.0555,0.0246,0.6052,0.3147,0.1493,0.4752,0.3755,"0","-1","0.7","-0.95","0","-0.99","15.3","4.1","1.7","-0.83","70.4","-0.49","334","-0.07",612.8,0.56,502.6,1.68,6.1,-0.79,"2.6","-0.83","10.8","0.08",548.882,279435,12.86,13,2017,6,986.3,1629.89,19853,0.310939876305384
"831","Sagar","Madhya Pradesh",2020,700,86230,123743,13736,217.22,1411.92,5004.3,5004.3,11420.52,70595.9,0.9093,0.0897,0.001,0.0502,0.0196,0.6181,0.3121,0.1374,0.4787,0.3839,"15.3","0.08","0.1","-0.99","17.2","1.05","7.6","1.53","15.2","0.59","191.3","0.38","160.8","-0.55",491.7,0.25,94.9,-0.49,0,-1,"3.5","-0.77","9.2","-0.08",555.938,298879.67,12.04,13,2017,6,986.3,1629.89,19853,0.220237250329514
"832","Sagar","Madhya Pradesh",2018,761,120488,135502,4822,318.01,1876.33,8242.01,8242.01,18360.35,93816.64,0.903,0.0954,0.0016,0.0703,0.0242,0.6505,0.255,0.1592,0.4625,0.3783,"0","-1","10.7","-0.12","1.8","-0.82","4.6","1.02","0","-0.99","133.8","0.05","337.5","-0.04",240,-0.41,166.4,-0.16,7,-0.79,"0","-1","0","-1",552.49,439990,15.49,13,2017,6,986.3,1629.89,19853,0.322427253371185
"833","Saharanpur","Uttar Pradesh",2020,319,1270,1428,81,0.73,10.11,9.1,9.1,28.31,505.26,0.9152,0.0842,6e-04,0.0941,0.0033,0.4473,0.4553,0.3943,0.5242,0.0815,"55.3","1.46","16.3","-0.48","81","2.75","28.3","1.81","51.8","0.96","74.7","-0.28","311","0.15",293.7,0.11,44,-0.69,0,-1,"12.8","1.33","4.2","-0.62",183.606,9586705,110.21,189,2017,12,329.66,1655.89,23051,0.00221440271795183
"834","Saharanpur","Uttar Pradesh",2018,558,4965,5143,121,3.83,39.39,10.33,10.33,60.05,1969.74,0.901,0.0988,2e-04,0.0792,0.0118,0.3807,0.5283,0.315,0.651,0.034,"2","-0.93","10.3","-0.61","3.7","-0.83","15.3","1.69","11.3","-0.47","113.9","0.2","449.7","0.62",262.5,-0.13,151.1,0.15,34.3,0,"0.7","-0.92","1","-0.93",207.206,10827730,102.66,189,2017,12,329.66,1655.89,23051,0.0116180306982952
"835","Saharanpur","Uttar Pradesh",2019,574,3690,3873,48,2.52,35.59,11.12,11.12,57.83,1779.5,0.8799,0.1186,0.0015,0.0798,8e-04,0.3838,0.5356,0.4733,0.4851,0.0416,"23.7","0.05","40.7","0.3","5","-0.77","4.7","-0.54","2.3","-0.91","0.7","-0.99","270.3","0",229,-0.14,47.3,-0.67,0,-1,"4.3","-0.21","10.7","-0.03",205.117,10893124,107.06,189,2017,12,329.66,1655.89,23051,0.00764423951950494
"836","Salem","Tamil Nadu",2020,309,5907,61,12022,3.41,30.63,109.32,108.8,248.75,1402.98,0.8564,0.1434,2e-04,0.0097,0.1133,0.4205,0.4565,0.0374,0.9554,0.0072,"1.1","-0.85","0","-1","0","-1","64.1","0.4","49.5","-0.51","36.9","-0.37","212","1.42",131.7,0.1,177.7,0.15,116.2,-0.35,"96.3","-0.23","81.1","0.46",138.174,474499,39.62,86,2017,11,260.56,699.98,40436,0.0130871968068775
"837","Salem","Tamil Nadu",2018,389,6450,2727,5604,4.89,152.18,4.11,4.11,160.4,4344.78,0.8671,0.1311,0.0018,0.0344,0.0353,0.3927,0.5376,0.1492,0.7964,0.0544,"2.4","-0.72","13","0.73","31.1","0.94","10.4","-0.81","137.7","0.37","77.6","0.19","79.4","-0.18",54.6,-0.54,119,-0.25,92.5,-0.52,"83.5","-0.33","11.6","-0.79",124.762,393753,38.48,86,2017,11,260.56,699.98,40436,0.0187672704943199
"838","Salem","Tamil Nadu",2021,41,4477,21,10900,2.83,25.1,136.99,130.72,292.81,1212.27,0.8768,0.1232,0,0.0071,0.093,0.3785,0.5214,0.0341,0.9613,0.0046,"53.4","6.52","9.1","0.65","0","-1","52.8","0.15","67.2","-0.33","90.7","0.54","168","0.92",73.4,-0.39,171.6,0.11,186.2,0.04,"254","1.03","41.2","-0.26",133.622,387656,34.93,86,2017,11,260.56,699.98,40436,0.0108612219834203
"839","Salem","Tamil Nadu",2019,367,8820,2916,14856,5.96,125.11,233.35,233.35,591.81,3737.54,0.8554,0.144,6e-04,0.0123,0.0523,0.4873,0.4481,0.0953,0.8779,0.0268,"3.9","-0.45","2.1","-0.62","2.4","-0.85","69","0.5","43","-0.57","53.5","-0.09","52.5","-0.4",125.2,0.04,260.9,0.69,172.9,-0.03,"104.7","-0.16","37.6","-0.32",145.847,398215,40.22,86,2017,11,260.56,699.98,40436,0.0228738102548357
"840","Sambhal","Uttar Pradesh",2019,516,12065,14522,63,9.43,86.3,5.8,5.8,97.9,4314.95,0.9017,0.0979,4e-04,0.0591,0.0012,0.5165,0.4232,0.4588,0.5041,0.0371,".",".",".",".","9.8","0.29","9.2","2.52","0","-1","0","-1","236.9","-0.02",123.4,-0.51,132.2,-0.05,0,-1,"15.5","6.05","120","16.91",159.934,2511532,103.6,2031,2017,12,324.01,995.19,27930,0.0291040399987655
"841","Sambhal","Uttar Pradesh",2020,408,3851,4698,145,2.44,31.13,17.01,17.01,65.15,1556.73,0.8858,0.1136,6e-04,0.0768,0.0045,0.5094,0.4093,0.5846,0.3485,0.0669,"41","3.88","14.5","-0.17","33.5","3.41","20.5","6.88","29.5","1.4","27.5","-0.62","260.5","0.08",168.5,-0.32,0,-1,0,-1,"1.5","-0.32","0","-1",208.884,6438133,107.65,2031,2017,12,324.01,995.19,27930,0.00753063177062436
"842","Sangareddy","Telangana",2019,255,4414,3051,1978,4.62,67.16,61.59,61.59,190.34,3277.9,0.7192,0.28,8e-04,0.1034,0.0473,0.5566,0.2927,0.1086,0.7769,0.1145,"16.3","1.33","0","-1","0","-1","8.9","-0.57","7.7","-0.72","100.6","-0.23","92.1","-0.55",196.4,-0.04,183.2,0.05,105.9,0.3,"11","-0.43","0.1","-0.98",259.864,1738455,192.37,2111,2017,20,269.9,480.71,31227.11,0.0171174509077436
"843","Sangareddy","Telangana",2018,279,5972,6051,119,5.58,95.86,86.32,86.32,268.5,4642.16,0.7285,0.271,5e-04,0.0932,0.0768,0.5601,0.2699,0.1366,0.7588,0.1046,"0","-1","0.7","-0.83","0.9","-0.91","43.6","1.15","8.8","-0.7","114.5","-0.19","95.6","-0.57",119.7,-0.41,62.7,-0.63,41.4,-0.52,"0","-1","12.6","1.68",217.079,1752720,159.74,2111,2017,20,269.9,480.71,31227.11,0.0206743238236384
"844","Sangli","Maharashtra",2019,67,71671,7605,131246,82.63,382.92,1795.68,1795.68,3974.28,19142.69,0.8712,0.1285,3e-04,0.3478,0.0017,0.105,0.5455,0.0407,0.5874,0.3719,"0","-1","0","-1","1.2","-0.7","10.3","-0.38","12","-0.75","89.4","-0.31","197.6","0.46",228.3,1.05,135.2,-0.02,262,1.47,"2.5","-0.9","0.5","-0.89",264.885,218361,9.3,105,2017,7,777.92,1509.94,27274,0.10621914849856
"845","Sangli","Maharashtra",2021,76,20161,7375,27340,20.8,111.68,601.99,601.99,1315.66,5583.02,0.8549,0.145,1e-04,0.2659,0.0028,0.1807,0.5506,0.061,0.8279,0.1111,"3.9","1.17","8","5.67","0.4","-0.9","48","1.91","53.4","0.1","164.3","0.27","188.5","0.39",53.5,-0.52,56.3,-0.59,67,-0.37,"34.2","0.41","57.6","11.52",296.57487,425023.79,15.5,105,2017,7,777.92,1509.94,27274,0.0267379679144385
"846","Sangli","Maharashtra",2018,65,84237,7797,96629,66.17,308.47,1411.01,1411.01,3130.49,15423.47,0.8963,0.1036,1e-04,0.8876,3e-04,0.017,0.0951,0.0083,0.1655,0.8262,"0","-1","0","-1","0","-1","9.7","-0.57","31.2","-0.42","103.8","-0.13","101.4","-0.33",78.4,-0.27,70.6,-0.46,40,-0.63,"22.3","-0.11","0","-1",236.145,277812,11.16,105,2017,7,777.92,1509.94,27274,0.0850601604278075
"847","Sangli","Maharashtra",2020,77,41523,8401,64154,40.76,205.67,1165.27,1165.27,2536.21,10280.73,0.8585,0.1413,2e-04,0.2848,0.0026,0.1709,0.5417,0.0585,0.6739,0.2676,"0.1","-0.94","0","-1","11.2","1.8","30.7","0.86","35.4","-0.27","176.9","0.37","110.8","-0.18",186.5,0.67,175.5,0.27,272.9,1.57,"1.1","-0.95","0","-1",293.56676,459398.53,17.97,105,2017,7,777.92,1509.94,27274,0.0523961332784862
"848","Satara","Maharashtra",2021,99,5554,9188,4889,3.64,20.84,137,125.11,282.95,970.11,0.9157,0.0842,1e-04,0.0195,0.0046,0.1314,0.8445,0.0858,0.8534,0.0608,"8.3","8.21","5.4","4.42","3.8","0.06","20","0.41","86.3","1.59","305.9","0.58","495","0.61",83.8,-0.63,153.5,-0.04,90.9,-0.03,"33","0.08","100.4","10.67",310.3714,535237.1,19.11,104,2017,7,778.17,1664.18,29501,0.00467764113240038
"849","Satara","Maharashtra",2019,100,51270,42204,31668,48.16,296.15,371.07,371.07,1038.29,12294.98,0.8933,0.1065,2e-04,0.0212,0.0097,0.2003,0.7688,0.0887,0.8653,0.046,"0","-1","0","-1","0","-1","6.9","-0.51","0","-1","167.1","-0.14","452.1","0.47",524.7,1.33,274.9,0.72,243,1.6,"9.9","-0.67","0.8","-0.91",325.259,321689,13.34,104,2017,7,778.17,1664.18,29501,0.0618887903671434
"850","Satara","Maharashtra",2020,102,11523,25046,6045,6.53,38.94,291.8,259.45,590.19,1909.88,0.9262,0.0735,3e-04,0.0092,0.0032,0.0507,0.9369,0.0821,0.8461,0.0718,"0","-1","0","-1","7.2","1.01","7.7","-0.46","20.3","-0.39","185.9","-0.04","164.2","-0.47",389.1,0.73,165,0.03,194.7,1.08,"0","-1","0.8","-0.91",318.35901,531544.81,18.24,104,2017,7,778.17,1664.18,29501,0.00839148258092705
"851","Satara","Maharashtra",2018,82,40894,45368,2008,39.01,252.81,123.47,123.47,499.75,11401.26,0.9122,0.0873,5e-04,0.018,0.0104,0.1722,0.7994,0.0889,0.8123,0.0988,"0","-1","0","-1","0","-1","8.7","-0.38","13.6","-0.63","149.3","-0.01","360","0.42",175.7,0,63.7,-0.56,56.9,-0.4,"46.1","0.54","0","-1",307.75,397405,15.44,104,2017,7,778.17,1664.18,29501,0.0501304342238842
"852","Satna","Madhya Pradesh",2020,551,19326,28350,2383,32.77,220.15,1369.4,1369.4,2958.95,11007.56,0.9152,0.0843,5e-04,0.0397,0.0153,0.3327,0.6123,0.176,0.5575,0.2665,"18","0.09","3.6","-0.82","6.7","-0.14","12","1.56","26","3.82","243.6","0.96","123","-0.59",311.9,-0.02,103.7,-0.49,2.4,-0.92,"7.6","-0.29","8.7","0.58",345.085,714664.67,9.48,20,2017,6,752.69,1439.33,25491,0.0435371799811343
"853","Satna","Madhya Pradesh",2021,634,25978,45573,130,43.09,316.07,817.5,817.5,1951.07,15803.52,0.9207,0.0778,0.0015,0.0418,0.0139,0.3405,0.6038,0.1938,0.551,0.2552,"0","-0.99","1.6","-0.92","1.8","-0.77","0.4","-0.92","92","16.03","147.8","0.19","282.1","-0.07",211.6,-0.33,158.6,-0.22,35.7,0.14,"0","-1","5.1","-0.07",323.967,792258.47,13.16,20,2017,6,752.69,1439.33,25491,0.0572480038262764
"854","Satna","Madhya Pradesh",2018,572,36966,35379,9074,62.72,408.56,1331.88,1331.88,3072.32,20427.83,0.9039,0.0953,8e-04,0.0536,0.0232,0.3356,0.5876,0.1764,0.5922,0.2314,"0","-1","2","-0.87","0","-1","3.4","-0.11","13.9","2.03","69.5","-0.42","335.9","0.1",182.2,-0.45,176.9,-0.09,0.4,-0.99,"0","-1","0","-1",287.13,411325.33,9.64,20,2017,6,752.69,1439.33,25491,0.0833277976324915
"855","Satna","Madhya Pradesh",2019,588,23381,27237,1155,46.77,226.99,681.44,681.44,1589.87,11349.28,0.9125,0.0866,9e-04,0.0435,0.0133,0.3031,0.6401,0.1854,0.5549,0.2597,"11.3","-0.32","22.6","0.15","11.8","0.54","6.2","0.31","11.7","1.17","51.1","-0.59","301.1","-0.01",350.3,0.1,200.4,-0.02,8.5,-0.73,"0","-1","15.6","1.83",323.034,533855.33,8.81,20,2017,6,752.69,1439.33,25491,0.0621371348098155
"856","Sehore","Madhya Pradesh",2019,507,124510,212668,149,443.6,2538.87,9400.47,9400.47,21339.81,126943.51,0.8796,0.1191,0.0013,0.0556,0.0367,0.6027,0.305,0.1404,0.5544,0.3052,"0","-1","3.2","-0.62","3.2","-0.36","0","-1","6.8","0.19","92.8","-0.26","564.5","0.67",493.7,0.27,623.4,2.25,46.6,0.53,"0.6","-0.96","8","-0.22",384.591,342352.66,14.99,37,2017,6,760.14,1292.33,25023,0.583576709553503
"857","Sehore","Madhya Pradesh",2020,509,148474,158492,60337,428.32,3262.4,11900.2,11900.2,27062.8,163119.94,0.8744,0.1242,0.0014,0.0587,0.0452,0.6091,0.287,0.1536,0.5532,0.2932,"0","-1","0","-1","12.6","1.52","0.4","-0.71","6","0.05","281.5","1.25","135.6","-0.6",849.1,1.18,159.7,-0.17,4.9,-0.84,"0.1","-0.99","6.8","-0.34",402.144,338909,12.73,37,2017,6,760.14,1292.33,25023,0.5634751493146
"858","Sehore","Madhya Pradesh",2018,504,157617,171112,577,405.79,3097.85,14341.4,14341.4,31780.65,154892.28,0.8819,0.1165,0.0016,0.0581,0.0338,0.553,0.3551,0.2131,0.5014,0.2855,"0","-1","5","-0.26","1","-0.76","0.8","-0.33","0","-1","228.8","0.83","398.3","0.14",177.1,-0.55,72.7,-0.64,8.4,-0.75,"0","-1","0.8","-0.91",394.472,508223.33,18.32,37,2017,6,760.14,1292.33,25023,0.533835872339306
"859","Sehore","Madhya Pradesh",2021,508,125657,308159,317,393.93,3004.26,10012.74,10012.74,23029.74,150213.12,0.8981,0.1004,0.0015,0.0447,0.0262,0.6557,0.2734,0.1581,0.5035,0.3384,"0.5","-0.94","1.3","-0.85","12.2","1.43","0","-1","24.1","3.22","231.6","0.85","255.6","-0.24",206.7,-0.47,251,0.31,101.2,2.32,"0","-1","0.5","-0.95",398.973,543954.88,19.94,37,2017,6,760.14,1292.33,25023,0.518233483305707
"860","Seoni","Madhya Pradesh",2021,640,54997,82821,121,142.23,930.65,2002.47,2002.47,4935.59,46532.65,0.8688,0.1298,0.0014,0.04,0.1484,0.6215,0.1901,0.2033,0.5386,0.2581,"5.8","-0.65","20.6","0.03","6.8","-0.65","1.4","-0.81","110.9","8.16","220","0.35","233.4","-0.33",109.2,-0.66,221.5,0.17,45.7,0.11,"0.3","-0.98","15.2","-0.05",403.997,1163627.5,21.63,11,2017,6,589.18,1414.6,19484,0.241403306290098
"861","Seoni","Madhya Pradesh",2019,627,58368,85095,121,153.29,682.76,1530.09,1530.09,3742.94,34137.96,0.8622,0.1362,0.0016,0.043,0.1804,0.5801,0.1965,0.1935,0.5502,0.2563,"19.7","0.2","2.5","-0.88","15.7","-0.2","3.6","-0.51","1.1","-0.91","72.2","-0.56","333.5","-0.05",422.6,0.3,646.5,2.42,71.5,0.74,"0","-1","19.4","0.22",398.479,1160887.33,24.79,11,2017,6,589.18,1414.6,19484,0.260175158695136
"862","Seoni","Madhya Pradesh",2018,627,63819,75065,2464,153.96,822.9,2078.33,2078.33,4979.56,41144.94,0.8584,0.1389,0.0027,0.0598,0.1482,0.5929,0.1991,0.2039,0.5236,0.2725,"0","-1","21.4","0.14","0.3","-0.99","2.9","-0.7","3.6","-0.64","125.4","-0.23","385.9","0.08",202.6,-0.37,64,-0.67,0,-1,"2.7","-0.83","3.2","-0.77",378.606,1030509,14.56,11,2017,6,589.18,1414.6,19484,0.261312332394175
"863","Seoni","Madhya Pradesh",2020,635,51678,67186,3756,129.8,787.2,2317.13,2317.13,5421.46,39360.15,0.8626,0.1358,0.0016,0.0409,0.1547,0.6041,0.2003,0.1951,0.5375,0.2674,"17.9","0.08","31.2","0.56","35.8","0.84","18.4","1.52","24.4","1.02","248.7","0.53","219.5","-0.37",534.3,0.65,144.2,-0.24,25.6,-0.38,"6.8","-0.66","3","-0.81",395.985,1057954.67,15.39,11,2017,6,589.18,1414.6,19484,0.220306188261652
"864","Shahdol","Madhya Pradesh",2020,390,12100,11185,2459,22.27,100.39,403.06,403.06,906.51,5019.68,0.8811,0.1186,3e-04,0.0529,0.2117,0.4027,0.3327,0.2221,0.6132,0.1647,"48","1.59","70","2.35","115.2","9.77","32","5.67","9","0.36","201.3","0.61","186.9","-0.39",388.9,0.08,90.9,-0.54,59.8,1.05,"2.6","-0.64","1.8","-0.8",199.906,408975.67,10.11,21,2017,6,254.89,302.24,15609,0.0873710227941465
"865","Shahdol","Madhya Pradesh",2021,387,12503,15191,208,24.14,124.34,423.9,423.9,972.14,6216.79,0.8919,0.1077,4e-04,0.0507,0.1957,0.4211,0.3325,0.2215,0.5887,0.1898,"0","-1","12.6","-0.4","2.8","-0.74","4.7","-0.02","103.7","14.71","238.2","0.91","261.4","-0.15",296,-0.18,176.1,-0.11,26.7,-0.09,"0","-1","17.3","0.9",203.75,322742.21,17.12,21,2017,6,254.89,302.24,15609,0.0947075208913649
"866","Shahdol","Madhya Pradesh",2018,388,13932,11682,3399,27.02,115.7,302.85,302.85,721.4,5785.23,0.8903,0.1089,8e-04,0.0549,0.2129,0.3758,0.3564,0.2086,0.6057,0.1857,"0","-1","17.5","-0.08","1","-0.92","19","2.8","1","-0.87","138","0.13","224","-0.29",293,-0.2,160,-0.18,1,-0.97,"0","-1","32","2.52",168.146,218285.33,9.42,21,2017,6,254.89,302.24,15609,0.106006512613284
"867","Shahdol","Madhya Pradesh",2019,393,14329,11425,4827,26.45,90.22,630.87,630.87,1351.96,4510.84,0.8744,0.1253,3e-04,0.0601,0.2307,0.3624,0.3468,0.2434,0.6069,0.1497,"7","-0.62","8","-0.62","18","0.68","20","3.17","0","-1","38","-0.7","243","-0.21",347,-0.04,241,0.22,26,-0.11,"0","-1","29","2.19",189.417,381099,12.83,21,2017,6,254.89,302.24,15609,0.103770253834988
"868","Shahjahanpur","Uttar Pradesh",2019,995,16762,18407,138,14.11,149.18,126.03,126.03,401.24,7459.16,0.9253,0.074,7e-04,0.0418,0.004,0.4044,0.5498,0.3476,0.586,0.0664,"3.6","-0.65","32.9","0.57","10.6","0.04","5.2","-0.56","2.1","-0.92","52.3","-0.55","391.2","0.37",116.6,-0.55,100.5,-0.43,0,-1,"9.3","2.59","88.3","10.77",275.692,3767567,105.42,202,2017,12,582.93,2116.15,30966,0.0242053076698746
"869","Shahjahanpur","Uttar Pradesh",2018,1020,22505,23983,469,16.63,193.71,82.33,82.33,358.37,9685.63,0.9311,0.0677,0.0012,0.0514,0.0046,0.3081,0.6359,0.4797,0.4523,0.068,"0","-1","18.7","0.07","0.3","-0.98","7.3","0.52","6.4","-0.69","63.9","-0.34","482.2","0.66",345.6,0.12,105.7,-0.36,1.6,-0.98,"2.4","-0.31","0","-1",251.308,3787111,104,202,2017,12,582.93,2116.15,30966,0.0285282967080095
"870","Shahjahanpur","Uttar Pradesh",2020,714,5571,7470,84,4.97,83.09,62.36,62.36,207.81,4154.45,0.9296,0.0699,5e-04,0.0307,0.0062,0.5719,0.3912,0.4363,0.3128,0.2509,"13.7","0.37","10","-0.53","53.3","4.23","28.4","1.42","27","0.07","31","-0.74","288.4","0.01",111.4,-0.57,16,-0.91,0,-1,"6.3","1.43","0","-1",328.921,8390410,107.68,202,2017,12,582.93,2116.15,30966,0.0085258950474328
"871","Shajapur","Madhya Pradesh",2020,335,97483,121231,21935,271.98,2610.96,10443.86,10443.86,23498.68,130548.21,0.8986,0.0996,0.0018,0.0499,0.0177,0.6913,0.2411,0.1102,0.5744,0.3154,"5.3","-0.35","0","-1","23.7","4.27","5","1.27","2.5","-0.69","197.2","0.9","136.9","-0.53",591.2,0.77,147.6,-0.08,1,-0.96,"4.6","-0.73","5.8","-0.4",289.39,110633.33,7.12,42,2017,6,512.32,658.14,19037,0.530879138038726
"872","Shajapur","Madhya Pradesh",2021,333,97412,164693,332,302.95,2908.27,9451.89,9451.89,21812.05,145413.73,0.9118,0.0862,0.002,0.0447,0.0162,0.7019,0.2372,0.1124,0.5563,0.3313,"5.2","-0.36","0","-1","9.8","1.18","0","-1","28.7","2.54","150.8","0.45","361.4","0.25",262.5,-0.22,291.8,0.82,78.2,2.17,"0","-1","0.9","-0.9",289.183,281329.33,8.27,42,2017,6,512.32,658.14,19037,0.591329637726421
"873","Shajapur","Madhya Pradesh",2018,256,100339,107052,121,259.79,2492.58,9587.21,9587.21,21667,124629.1,0.9025,0.0958,0.0017,0.0531,0.0158,0.6356,0.2955,0.1966,0.5195,0.2839,"0","-1","0","-1","0.8","-0.78","0","-1","2.5","-0.64","139.5","0.46","379.5","0.27",151.5,-0.52,82.5,-0.49,4.6,-0.84,"0","-1","0","-1",282.565,376855,11.6,42,2017,6,512.32,658.14,19037,0.507085415365397
"874","Shajapur","Madhya Pradesh",2019,333,91185,138822,155,281.86,2026.11,7341.96,7341.96,16710.03,101305.64,0.9095,0.0886,0.0019,0.0513,0.0184,0.6832,0.2471,0.1063,0.5765,0.3172,"0","-1","0","-1","0","-1","6","1.73","0","-1","71.5","-0.31","520.2","0.8",527,0.58,594.2,2.72,76.6,2.1,"11.5","-0.34","0","-1",284.354,108023.33,6.4,42,2017,6,512.32,658.14,19037,0.550163960024984
"875","Shamli","Uttar Pradesh",2019,155,1781,1916,39,1.08,13.09,7.79,7.79,28.67,654.72,0.911,0.089,0,0.0159,0.0072,0.6179,0.359,0.6486,0.2476,0.1038,"6.3","-0.69","27","0.47","0","-1","0","-1","3","-0.85","6","-0.91","83","-0.63",81,-0.63,0,-1,0,-1,"15","2.41","9","-0.14",85.722,6439221,118.13,2032,2017,12,138.52,902.7,25083,0.00779670805659833
"876","Shamli","Uttar Pradesh",2020,101,390,370,112,0.31,4.65,7.21,7.21,19.07,232.58,0.8921,0.1079,0,0.0041,0.0021,0.6037,0.3901,0.3859,0.3257,0.2884,"17","-0.17","17","-0.08","69","5.27","11","0.38","20","-0.02","21","-0.7","138","-0.38",167,-0.24,0,-1,0,-1,"0","-1","0","-1",89.217,6836567.41,122.98,2032,2017,12,138.52,902.7,25083,0.00223794397920878
"877","Shimla","Himachal Pradesh",2019,6,139,138,3,0.07,0.4,0.05,0.05,0.5,19.8,0.8511,0.1489,0,0.0426,0,0,0.9574,0.4823,0.4965,0.0212,"69.5","-0.18","150.6","0.73","56.2","-0.33","40.9","-0.17","64.6","-0.1","76.7","-0.3","237.6","0.1",283.1,0.42,83.4,-0.3,24.1,-0.13,"37.5","1.74","36.5","-0.03",15.425,33438,26.99,635,2017,18,37.77,77.66,20351.53,0.00185332274291766
"878","Shimla","Himachal Pradesh",2021,5,42,42,0,0.02,0.09,0.28,0.28,0.66,4.73,0.9286,0.0714,0,0.0476,0,0,0.9524,0.5714,0.381,0.0476,"29","-0.66","50.1","-0.42","49.7","-0.41","109.7","1.22","105","0.46","95.8","-0.13","246.7","0.14",126.6,-0.37,230.1,0.94,47.2,0.71,"0.7","-0.95","12.9","-0.66",8.808,22446.3,33.25,635,2017,18,37.77,77.66,20351.53,0.00052952078369076
