"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"58","Bageshwar","Uttarakhand",2020,7,2878,2612,416,0.52,4.49,0.92,0.92,6.34,224.75,0.9812,0.0188,0,0.2583,0.0198,0.0277,0.6942,0.0974,0.9019,7e-04,"108.2","1.82","40.8","-0.2","113.3","1.55","49.1","0.61","102.3","0.99","340.9","1.24","708.9","1.59",812.7,2.09,129.9,-0.16,0,-1,"1.6","-0.75","4.5","-0.77",20.377,31508,20.58,1032,2017,16,42.25,55.99,9031,0.0123076923076923
"59","Bageshwar","Uttarakhand",2021,7,3458,3144,852,0.54,4.72,0.97,0.97,6.66,235.85,0.9725,0.0275,0,0.2528,0.0273,0.0283,0.6916,0.0948,0.9044,8e-04,"25.2","-0.34","14.4","-0.72","9.7","-0.78","56.6","0.85","245.6","3.78","478.5","2.14","635.6","1.33",681.8,1.59,438.3,1.85,286.3,11.39,"1.8","-0.71","21.5","0.09",19.949,31453,23.22,1032,2017,16,42.25,55.99,9031,0.0127810650887574
"60","Bageshwar","Uttarakhand",2018,7,4378,3156,1508,1.66,3.39,0,0,3.39,675.4,0.9284,0.0716,0,0.1949,0.0274,0.0322,0.7455,0.0547,0.9241,0.0212,"14.7","-0.68","17","-0.64","15.3","-0.68","96","2.77","56.3","0.21","140.8","0.06","571.7","0.91",578.2,1.09,202,0.35,0.8,-0.99,"10.8","0.34","0","-1",21.934,26225,20.4,1032,2017,16,42.25,55.99,9031,0.0392899408284024
"61","Bahraich","Uttar Pradesh",2019,1020,44976,47047,749,33.11,357.4,32.39,32.39,422.18,17869.83,0.9071,0.0925,4e-04,0.035,0.0067,0.2852,0.6731,0.3223,0.6331,0.0446,"26.5","0.78","73.3","3.07","5.1","-0.52","8.6","-0.21","1.7","-0.96","130.6","-0.2","533.9","0.59",194.2,-0.34,224.5,0.04,1.8,-0.96,"0","-1","37.5","3.17",267.683,2237260,105.11,233,2017,12,504.57,1462.64,29720,0.065620231087857
"62","Bahraich","Uttar Pradesh",2018,1029,71002,73841,339,53.91,512.19,536.53,536.53,1585.25,25609.71,0.9101,0.0897,2e-04,0.0532,0.0051,0.1628,0.7789,0.3262,0.6161,0.0577,"1.6","-0.92","17","0.06","0","-1","44.9","3.99","48.1","0.46","102.1","-0.34","491","0.46",565.4,0.9,77.3,-0.62,0,-1,"0","-1","0","-1",270.088,2256601,103.79,233,2017,12,504.57,1462.64,29720,0.106843450859147
"63","Bahraich","Uttar Pradesh",2020,1027,37526,40815,198,27.84,369,528.33,528.33,1425.66,18450.16,0.9123,0.0873,4e-04,0.0265,0.0052,0.3086,0.6597,0.3932,0.5343,0.0725,"46.1","2.09","32.7","0.81","59.4","4.5","11.1","0.02","103","1.53","240.6","0.48","432.2","0.29",214.9,-0.27,75.5,-0.65,0,-1,"5.8","0.93","0","-1",309.404,5414566,106.7,233,2017,12,504.57,1462.64,29720,0.0551756941554195
"64","Baksa","Assam",2019,13,10511,238,11011,7.73,6.5,165.78,80.54,252.82,4584.38,0.7089,0.2908,3e-04,0.01,0.0532,0.0291,0.9077,0.0359,0.9211,0.043,"0.6","-0.95","31.3","0.56","25.9","-0.61","315.8","0.6","575.7","0.75","645.4","0.58","773.4","0.97",166.5,-0.27,239.3,0.21,44.6,-0.61,"7.1","-0.7","0.1","-0.99",2.236,6581,21.09,2018,2017,17,148.62,238.52,15947.22,0.0520118422823308
"65","Baksa","Assam",2021,13,16471,376,17135,10.13,0.87,140.57,189.59,331.03,6018.73,0.7928,0.2066,6e-04,0.0219,0.1031,0.053,0.822,0.2477,0.7403,0.012,"32.6","1.83","10","-0.5","40.3","-0.39","115.3","-0.42","228.7","-0.31","542.3","0.33","282.9","-0.28",295.8,0.29,217.4,0.1,37.6,-0.67,"0","-1","0","-1",2.073,6416,19.14,2018,2017,17,148.62,238.52,15947.22,0.068160409097026
"66","Baksa","Assam",2018,2,335,330,16,0.2,2.39,2.14,2.14,6.67,117.7,0.9682,0.0289,0.0029,0.0173,0.6676,0.0376,0.2775,0.7746,0.1532,0.0722,"0","-1","21.5","-0.2","87.2","0.61","73.1","-0.58","355.4","-0.09","314.8","-0.55","373.5","-0.51",200.8,-0.62,515.6,0.12,26.1,-0.82,"31.1","0.52","19.2","0.51",2.233,6683,21.84,2018,2017,17,148.62,238.52,15947.22,0.0013457139012246
"67","Baksa","Assam",2020,13,5808,371,5614,3.91,0.37,54.36,73.89,128.62,2314.89,0.8439,0.1556,5e-04,0.0531,0.2682,0.121,0.5577,0.3008,0.5689,0.1303,"12.5","0.08","6.4","-0.68","21.1","-0.68","123.9","-0.37","608.5","0.84","941.8","1.31","807.8","1.06",168.7,-0.26,407.7,1.06,100.3,-0.11,"0","-1","4.3","-0.38",2.055,6016,18.61,2018,2017,17,148.62,238.52,15947.22,0.0263087067689409
"68","Balaghat","Madhya Pradesh",2018,684,81525,88696,135,110.23,758.82,489.44,489.44,1737.7,37940.78,0.7871,0.2122,7e-04,0.0368,0.0884,0.8477,0.0271,0.0666,0.7926,0.1408,"0","-1","23.3","0.52","0.1","-0.99","9.6","0.35","2","-0.7","142.8","-0.23","407.9","-0.14",330.7,-0.27,101.4,-0.54,5.2,-0.91,"0","-1","16.3","-0.06",308.535,615117,11.19,8,2017,6,457.84,725.4,17539,0.240760964529093
"69","Balaghat","Madhya Pradesh",2019,686,63732,73585,805,83.79,468.35,508.6,508.6,1485.55,23419.54,0.7821,0.2173,6e-04,0.0371,0.0906,0.8388,0.0335,0.1378,0.8078,0.0544,"28.6","0.5","18","0.1","17.9","0.35","0.4","-0.91","0","-1","35.1","-0.82","353.6","-0.23",447.1,-0.01,448.4,1.05,20.4,-0.58,"1.5","-0.87","7.3","-0.64",328.335,716952.33,10.1,8,2017,6,457.84,725.4,17539,0.18301153241307
"70","Balaghat","Madhya Pradesh",2021,684,46617,55076,16,61.11,495.21,668.91,668.91,1833.03,24760.31,0.7972,0.2025,3e-04,0.0354,0.0883,0.8463,0.03,0.1667,0.7853,0.048,"2.9","-0.85","23.1","0.42","9.6","-0.27","0.1","-0.98","41.3","3.48","200.2","0.03","334.6","-0.27",127.1,-0.72,323.5,0.48,25.2,-0.48,"7.8","-0.33","25.9","0.27",306.902,597753,8.65,8,2017,6,457.84,725.4,17539,0.133474576271186
"71","Balaghat","Madhya Pradesh",2020,683,53399,59631,422,66.54,529.32,821.1,821.1,2171.52,26465.91,0.788,0.2118,2e-04,0.0381,0.0863,0.8452,0.0304,0.1403,0.8021,0.0576,"102.7","4.38","27.2","0.67","60.1","3.56","7.1","0.46","11.4","0.24","168","-0.14","238.2","-0.48",661.2,0.46,130.1,-0.41,77.1,0.59,"12.2","0.04","1","-0.95",313.672,691385,14.05,8,2017,6,457.84,725.4,17539,0.145334614712563
"72","Ballia","Uttar Pradesh",2020,825,25242,26176,152,16.87,205.79,325.65,325.65,857.09,10289.5,0.9333,0.0667,0,0.0041,0.002,0.0858,0.9081,0.0799,0.8698,0.0503,"2","-0.79","8.3","-0.25","18","2.67","2.4","-0.68","45","0.75","203.5","0.72","301.1","0.06",135.3,-0.42,220.1,0.42,4.3,-0.89,"0.8","-0.83","0","-1",157.12,500187,85.79,220,2017,12,341.71,940.79,27299,0.0493693482777794
"73","Ballia","Uttar Pradesh",2019,738,16873,18027,199,15.37,159.83,292.75,292.75,745.33,7991.71,0.9244,0.0754,2e-04,0.0091,0.0068,0.1656,0.8185,0.1593,0.7767,0.064,"7.4","-0.23","5.7","-0.48","4.9","0","1.4","-0.81","5.2","-0.8","92.4","-0.22","503.8","0.78",131.7,-0.43,389.6,1.52,24.3,-0.36,"0","-1","14.9","3.67",156.214,724310,76.78,220,2017,12,341.71,940.79,27299,0.0449796611161511
"74","Ballia","Uttar Pradesh",2018,739,28349,29016,478,30.12,244.03,495.15,495.15,1234.33,12201.43,0.9386,0.0611,3e-04,0.0198,0.0057,0.1602,0.8143,0.1494,0.7905,0.0601,"0","-1","4.5","-0.47","3.1","-0.53","20.3","2.82","14.2","-0.3","24.3","-0.78","191.7","-0.34",146.9,-0.44,66,-0.6,0,-1,"0","-1","0","-1",157.296,698228,77.73,220,2017,12,341.71,940.79,27299,0.0881449182054959
"75","Balod","Chhattisgarh",2021,692,91900,351681,5955,129.43,1077.39,2728.67,2728.67,6534.73,53869.58,0.8928,0.1066,6e-04,0.0445,0.3701,0.5599,0.0255,0.3357,0.4061,0.2582,"0","-1","7.8","0.15","2.2","-0.7","24.2","7.08","107.3","12.08","247.1","0.35","178.4","-0.43",102.7,-0.69,402.4,1.13,18.8,-0.65,"15.2","2.81","70.5","24.19",195.861,586457,10.65,2034,2017,14,239.71,285.7,7595,0.53994409911977
"76","Balod","Chhattisgarh",2020,690,86540,279414,4934,105.72,849.65,2153.37,2153.37,5156.39,42482.75,0.892,0.1074,6e-04,0.0444,0.3626,0.5667,0.0263,0.3381,0.3934,0.2685,"12.5","3.62","65.6","8.65","50.2","5.78","6.3","1.09","63","6.69","289.6","0.59","179.8","-0.43",464.3,0.42,86.9,-0.54,53.6,0,"0.8","-0.8","0","-1",210.108,675696,11.03,2034,2017,14,239.71,285.7,7595,0.441032914772016
"77","Balod","Chhattisgarh",2019,695,94028,334210,5737,141,1137.05,3928.62,3928.62,8994.29,56852.62,0.8932,0.1062,6e-04,0.0452,0.3655,0.5627,0.0266,0.3344,0.385,0.2806,"19.7","6.3","7.7","0.13","13.1","0.77","22.9","6.64","16.3","0.99","118.3","-0.35","237.1","-0.25",183.5,-0.44,505.2,1.67,94.6,0.76,"0","-1","0.4","-0.86",203.462,437281,10.19,2034,2017,14,239.71,285.7,7595,0.588210754661883
"78","Balod","Chhattisgarh",2018,429,85340,89790,2505,130.51,978.47,2054.44,2054.44,5087.35,48923.28,0.8714,0.1278,8e-04,0.0491,0.3007,0.5875,0.0627,0.3267,0.4679,0.2054,"0","-1","36.5","6.02","5","-0.58","22.5","2.52","22","1.75","204.6","0.18","253.6","-0.22",458,0.43,176.3,-0.12,3.7,-0.94,"0","-1","64.3","28.23",187.18,301815,7.28,2034,2017,14,239.71,285.7,7595,0.544449543198031
"79","Baloda Bazar","Chhattisgarh",2021,941,98324,587656,6561,127.2,1131.15,4092.74,4092.74,9316.63,56557.46,0.9122,0.0869,9e-04,0.1891,0.1184,0.6621,0.0304,0.1738,0.6504,0.1758,"8","0.18","3.4","-0.39","3.1","-0.6","0","-1","37.3","4.32","301.6","0.97","287.2","-0.13",133.9,-0.54,242.3,0.4,35.3,-0.26,"3.8","-0.36","46.3","6.85",245.582,625477,11.04,2035,2017,14,248.54,293.95,8849,0.511788846865696
"80","Baloda Bazar","Chhattisgarh",2019,957,104132,556397,34209,146.19,1090.07,2471.71,2471.71,6033.49,54503.31,0.9116,0.0872,0.0012,0.1848,0.1117,0.67,0.0335,0.1716,0.6422,0.1862,"23.5","2.46","22.5","3.02","16","1.05","12","2.53","0","-1","79.3","-0.48","226.2","-0.32",317.1,0.1,331.1,0.91,49.3,0.03,"0","-1","0.6","-0.9",237.264,397806,18.6,2035,2017,14,248.54,293.95,8849,0.588195059145409
"81","Baloda Bazar","Chhattisgarh",2018,623,86032,97676,4414,125.36,945.45,2165.07,2165.07,5275.59,47272.46,0.893,0.1066,4e-04,0.1958,0.1113,0.6493,0.0436,0.1403,0.7437,0.116,"0","-1","17.7","1.08","0","-1","0","-1","33.9","2.26","134.4","-0.17","423","0.19",358.3,0.12,72.2,-0.61,1.7,-0.96,"0","-1","2.2","-0.51",235.549,310280,7.02,2035,2017,14,248.54,293.95,8849,0.504385611973928
"82","Baloda Bazar","Chhattisgarh",2020,959,102181,499701,8672,113.62,963.95,3487.78,3487.78,7939.51,48197.36,0.9137,0.0854,9e-04,0.1916,0.1121,0.6639,0.0324,0.1722,0.6516,0.1762,"31.3","3.6","59.8","9.68","40.9","4.24","18.1","4.31","48.4","5.92","212.4","0.39","307.4","-0.07",434.8,0.51,103.7,-0.4,43.1,-0.1,"4","-0.33","0.2","-0.97",241.439,633031,18.15,2035,2017,14,248.54,293.95,8849,0.457149754566669
"83","Balrampur","Uttar Pradesh",2018,604,15126,15202,84,11.62,112.97,45.19,45.19,203.35,5648.48,0.9156,0.0842,2e-04,0.0556,0.0026,0.3945,0.5473,0.4817,0.4735,0.0448,"0","-1","1","-0.94","0","-1","6","-0.35","7.4","-0.81","65.4","-0.54","359","-0.07",254.6,-0.23,28.7,-0.87,0,-1,"0","-1","0","-1",164.608,3237450,76.72,1034,2017,12,294.95,907.61,24512,0.039396507882692
"84","Balrampur","Uttar Pradesh",2020,571,5944,6584,46,3.98,51.26,77.01,77.01,205.28,2562.79,0.9133,0.086,7e-04,0.0602,0.0029,0.4827,0.4542,0.5244,0.3627,0.1129,"74.4","4.59","32.6","0.87","74.1","14.12","0","-1","49.3","0.58","428.4","2.51","251.3","-0.23",280.7,0.03,150.8,-0.16,0,-1,"6","2.33","0","-1",224.068,7061576,75.44,1034,2017,12,294.95,907.61,24512,0.013493812510595
"85","Balrampur","Uttar Pradesh",2019,604,12011,11730,683,8.49,83.18,33.27,33.27,149.72,4159.06,0.9007,0.0987,6e-04,0.0624,0.0064,0.4171,0.5141,0.5094,0.44,0.0506,"15.7","0.18","21.4","0.23","1","-0.8","0","-1","4","-0.87","330.3","1.71","520","0.6",142.4,-0.48,277,0.54,0,-1,"0","-1",".",".",164.552,3364769,76.45,1034,2017,12,294.95,907.61,24512,0.0287845397525004
"86","Banaskantha","Gujarat",2018,2,31,31,0,0.03,0.46,0.15,0.15,0.76,10.8,0.9677,0.0323,0,0,0,0.0645,0.9355,0.0323,0.9677,0,"0","-1","0","-1","0","-1","0","-1","0","-1","32.1","-0.49","123","-0.44",54.3,-0.7,5.1,-0.95,0,-1,"0","-1","0","-1",341.183,780221,19.44,123,2017,3,788.58,1675.44,22164,3.80430647492962e-05
"87","Banda","Uttar Pradesh",2020,465,28011,34552,175,29.12,212.53,1017.97,1017.97,2248.47,10626.71,0.9114,0.0882,4e-04,0.0227,0.005,0.3399,0.6324,0.1955,0.732,0.0725,"44.1","2.06","0","-1","12.6","0.8","32.9","5.44","39.6","2.11","256.6","1.49","142.1","-0.44",240.1,-0.21,107.1,-0.42,0,-1,"1.5","-0.75","0","-1",122.577,239802,30.03,215,2017,12,433.15,701.49,25620,0.0672284428027242
"88","Banda","Uttar Pradesh",2019,464,27440,34932,14004,33.35,234.9,577.6,577.6,1390.1,11745.08,0.8879,0.1117,4e-04,0.0403,0.0099,0.4205,0.5293,0.1335,0.8169,0.0496,"4.8","-0.67","4.3","-0.67","0","-1","7.3","0.43","0.3","-0.98","13.6","-0.87","408.9","0.6",219.5,-0.27,312.8,0.7,59.9,1.07,"0","-1","8.7","-0.05",113.66,234704,68.05,215,2017,12,433.15,701.49,25620,0.0769941128939167
"89","Banda","Uttar Pradesh",2018,467,38620,52349,366,70.96,272.43,694.07,694.07,1660.57,13621.87,0.9251,0.0744,5e-04,0.0297,0.0013,0.1547,0.8143,0.2569,0.638,0.1051,"0","-1","4.6","-0.6","0","-1","11.7","1.61","64.3","4.31","44.9","-0.51","302.7","0.16",273.8,-0.13,151.3,-0.11,0,-1,"0","-1","0","-1",115.481,197525,64.49,215,2017,12,433.15,701.49,25620,0.163823155950594
"90","Bankura","West Bengal",2018,198,142741,60845,92275,83.93,0,1189.78,283.32,1473.1,45323.16,0.9286,0.0712,2e-04,0.0504,0.0167,0.0617,0.8712,0.2373,0.6048,0.1579,"0","-1","0.1","-0.99","9.1","-0.59","149.6","3.12","76.5","0.14","235","0.09","328.9","0.08",315.4,0.09,151,-0.38,27.6,-0.74,"0.5","-0.95","40.6","3.27",0.677,1029,22.68,807,2017,13,657.61,1130.75,27102,0.127628837760983
"91","Banswara","Rajasthan",2018,330,33870,45917,25,36.46,512.35,577.71,577.71,1667.77,21176.33,0.9439,0.0558,3e-04,0.0342,0.7092,0.1571,0.0995,0.2412,0.4495,0.3093,"0","-1","0","-1","0","-1","0","-1","0","-1","167.1","0.71","256.4","-0.1",257.1,-0.15,127.7,-0.13,0,-1,"0","-1","0","-1",239.642,329514,13.99,141,2017,10,339.15,534.79,24965,0.10750405425328
"92","Banswara","Rajasthan",2020,339,51597,69048,808,47.78,347.27,896.87,896.87,2141.01,16732.31,0.9002,0.0994,4e-04,0.038,0.6537,0.2079,0.1004,0.2153,0.6306,0.1541,"0","-1","0","-1","6.9","4.71","0.4","-0.74","0","-1","117.4","0.17","134","-0.53",634.8,1.01,150.5,0.06,5.1,-0.75,"0","-1","4.4","0.53",246.112,415806,17.43,141,2017,10,339.15,534.79,24965,0.140881615804216
"93","Banswara","Rajasthan",2019,336,39696,57365,2018,46.23,651.13,388,388,1427.13,26764.25,0.9285,0.0712,3e-04,0.0351,0.6884,0.1839,0.0926,0.1756,0.5249,0.2995,"0","-1","0","-1","0","-1","0","-1","0","-1","109.5","0.09","216","-0.25",424.9,0.35,473.3,2.35,61.1,2.07,"0.7","-0.94","1.9","-0.33",244.522,270120,13.95,141,2017,10,339.15,534.79,24965,0.136311366651924
"94","Banswara","Rajasthan",2021,331,65699,439153,11643,50.63,355.99,911.25,911.25,2178.49,16560.02,0.913,0.0867,3e-04,0.0356,0.6076,0.2507,0.1061,0.2492,0.6236,0.1272,"0.9","-0.55","0","-1","0","-1","0","-1","38.2","6.64","109.2","0.09","235.9","-0.18",111.4,-0.65,349.9,1.47,14.9,-0.25,"5","-0.56","6.6","1.29",246.233,386223.47,14.72,141,2017,10,339.15,534.79,24965,0.149284977148754
"95","Baran","Rajasthan",2019,246,37880,51283,98,90.68,605.23,1889.38,1889.38,4383.99,30261.37,0.875,0.124,0.001,0.08,0.2127,0.5568,0.1505,0.2443,0.4571,0.2986,"0","-1","9","1.09","0","-1","38.4","24.58","5","-0.25","47.9","-0.41","337.6","0.17",511,0.79,340.9,1.87,22.6,-0.01,"1","-0.9","0.3","-0.95",335.662,199130,8.59,536,2017,10,588.15,1242.77,33558,0.1541783558616
"96","Baran","Rajasthan",2020,246,49486,67733,364,102.21,809.21,2823.58,2793.91,6426.7,40460.52,0.8642,0.1344,0.0014,0.0828,0.2129,0.5596,0.1447,0.2512,0.4938,0.255,"10.9","1.13","0.5","-0.88","13.6","3.26","1.1","-0.25","0.9","-0.87","119.6","0.48","135.1","-0.53",305.5,0.07,54.8,-0.54,6.6,-0.71,"1.5","-0.85","2.6","-0.43",332.694,370407,13.42,536,2017,10,588.15,1242.77,33558,0.173782198418771
"97","Baran","Rajasthan",2018,244,36283,47017,6,78.9,624.07,1946.74,1946.74,4517.55,31203.72,0.8781,0.1199,0.002,0.0881,0.2168,0.5362,0.1589,0.2282,0.4954,0.2764,"0","-1","0","-1","0","-1","0","-1","0","-1","58.6","-0.2","415.5","0.41",199.5,-0.34,273,1.28,0,-1,"0","-1","0","-1",328.329,370127.41,16.13,536,2017,10,588.15,1242.77,33558,0.134149451670492
"98","Baran","Rajasthan",2021,246,66679,266010,3385,127.47,1007.82,3517.37,3478.54,8003.73,50391.7,0.8645,0.1347,8e-04,0.0771,0.2468,0.5364,0.1397,0.2446,0.497,0.2584,"11.9","1.33","0","-1","6.9","1.15","0.3","-0.83","31","3.63","49.5","-0.39","263.6","-0.09",704.1,1.46,114.4,-0.04,87,2.8,"27.8","1.69","20.8","3.53",332.408,247406,10.85,536,2017,10,588.15,1242.77,33558,0.216730425911757
"99","Bareilly","Uttar Pradesh",2020,853,6183,8312,79,5.1,65.78,48.53,48.53,162.84,3289.07,0.9241,0.0757,2e-04,0.0343,0.0013,0.5394,0.425,0.4532,0.364,0.1828,"67.4","3.4","22.6","0.09","80.6","7.31","48.8","7.72","47.5","1.29","109.8","0.11","294.2","0.09",211.8,-0.23,30,-0.82,0,-1,"2.5","0.17","0","-1",271.093,8201433,104.87,199,2017,12,478.49,1906.82,31525,0.0106585299588288
"100","Bareilly","Uttar Pradesh",2019,1018,20028,23943,37,15.87,219.82,265.95,265.95,751.72,10990.99,0.919,0.0806,4e-04,0.0352,0.0017,0.6147,0.3484,0.3816,0.5539,0.0645,"19.2","0.25","35.5","0.72","9.9","0.02","9.2","0.65","0.5","-0.97","82.9","-0.16","370.4","0.38",194.1,-0.29,109,-0.35,0,-1,"20.3","8.65","65.8","8.96",272.278,7367928,101.24,199,2017,12,478.49,1906.82,31525,0.0331668373424732
"101","Bareilly","Uttar Pradesh",2018,1023,27878,30374,1383,24.58,227.56,275.25,275.25,778.06,11377.99,0.9188,0.0801,0.0011,0.0461,0.0033,0.5956,0.355,0.31,0.5889,0.1011,"4.4","-0.78","12.1","-0.36","1.9","-0.85","24.6","3.39","30","0.61","48.6","-0.5","282.1","-0.04",725.7,1.45,189,0.14,10.4,-0.82,"0.8","-0.65","0","-1",262.7,7674613,98.17,199,2017,12,478.49,1906.82,31525,0.0513699345858848
"102","Barmer","Rajasthan",2020,422,202140,471584,5327,872.48,1614.9,18322.22,11280.36,31217.48,80746.08,0.872,0.1236,0.0044,0.0949,0.0283,0.694,0.1828,0.1705,0.2785,0.551,"4.9","3.04","0","-1","12.4","2.75","0.9","-0.78","15.2","0.6","38","0.12","48.3","-0.46",160.8,0.81,57.6,0.58,5.8,-0.16,"0","-1","0.2","-0.78",1216.687,878154,12.74,142,2017,10,1627.27,330.19,13300,0.536161792449931
"103","Barmer","Rajasthan",2021,406,231116,1035828,12969,1136.39,2132.1,24108.22,14897.37,41137.69,106607.27,0.8736,0.1218,0.0046,0.0907,0.0257,0.7023,0.1813,0.1759,0.2623,0.5618,"0","-1","0","-1","0","-1","0.3","-0.94","12","0.27","34","0","47.8","-0.46",14.1,-0.84,146.9,3.02,0,-1,"0","-1","0.1","-0.94",1273.554,225164,5.54,142,2017,10,1627.27,330.19,13300,0.698341393868258
"104","Barmer","Rajasthan",2018,439,169741,482733,189,665.22,2521.15,21809.7,21809.7,46140.55,126057.48,0.8905,0.1049,0.0046,0.0937,0.0283,0.6868,0.1912,0.1757,0.2622,0.5621,"0","-1","0","-1","0","-1","0.3","-0.92","0","-1","27.5","0","46.5","-0.48",45.5,-0.48,3.8,-0.91,0,-1,"0","-1","0","-1",1227.799,174178,6.29,142,2017,10,1627.27,330.19,13300,0.408795098539271
"105","Barmer","Rajasthan",2019,430,157357,458598,6172,873.84,2664.19,27815.2,27815.2,58294.59,133209.69,0.8867,0.1093,0.004,0.0921,0.0264,0.6879,0.1936,0.164,0.2857,0.5503,"2.2","0.84","0","-1","0.1","-0.98","1.8","-0.57","34.9","2.67","26.7","-0.21","84.3","-0.05",82.7,-0.07,91.9,1.52,20.1,1.92,"44.2","11.27","1.7","0.84",1229.843,765789,7.96,142,2017,10,1627.27,330.19,13300,0.536997548040583
"106","Barpeta","Assam",2021,8,42416,436,42460,30.02,1.12,417.92,561.69,980.73,17831.38,0.6387,0.3612,1e-04,0.0055,7e-04,0.0103,0.9835,0.9459,0.053,0.0011,"55.5","4.97","11.2","-0.54","28.7","-0.53","98.1","-0.52","267.1","-0.29","843.9","0.24","442.3","-0.42",463.7,-0.06,214.2,-0.52,196.4,0.32,"5.7","-0.68","0.3","-0.97",8.233,67771,29.19,615,2017,17,215.49,339.86,17402,0.139310408835677
"107","Barpeta","Assam",2019,8,24776,676,25474,13.71,13.01,262.51,88.35,363.87,7914.23,0.9057,0.0941,2e-04,0.0171,0.012,0.0214,0.9495,0.1209,0.878,0.0011,"0","-1","35.4","0.47","40.3","-0.35","189.2","-0.08","647.6","0.73","469.1","-0.31","1273","0.66",190.3,-0.62,344.3,-0.22,66.8,-0.55,"16.3","-0.09","0","-1",8.871,73833,29.49,615,2017,17,215.49,339.86,17402,0.0636224418766532
"108","Barpeta","Assam",2018,5,766,767,0,0.59,7.04,0,0,7.04,351.97,0.9557,0.0443,0,0.0013,0.1173,0.0169,0.8645,0.4368,0.5606,0.0026,"0.3","-0.97","11.6","-0.57","82.2","0.52","157.6","-0.1","467.6","0.19","522.1","-0.25","626.4","-0.17",236.5,-0.55,747,0.62,63.4,-0.55,"22.9","0.12","12.7","0",8.875,72786,29.38,615,2017,17,215.49,339.86,17402,0.00273794607638405
"109","Barpeta","Assam",2020,8,27266,1007,42334,36.64,0.79,482.39,433.43,916.61,20187.77,0.7087,0.2909,4e-04,0.0309,0.026,0.0891,0.854,0.5434,0.4485,0.0081,"6.3","-0.32","28.3","0.18","13.5","-0.78","75","-0.64","644.4","0.72","979","0.44","1173.1","0.53",280.6,-0.43,869,0.96,112.5,-0.24,"18.6","0.04","7.3","-0.33",8.658,68534,28.98,615,2017,17,215.49,339.86,17402,0.17003109193002
"110","Barwani","Madhya Pradesh",2018,315,53464,92913,485,61.61,657.61,392.44,392.44,1442.49,21352.03,0.8994,0.0999,7e-04,0.0184,0.7454,0.1831,0.0531,0.2908,0.5376,0.1716,"0","-1","0","-1","0","-1","0","-1","0","-1","135.7","0.28","181","-0.09",229.1,0.18,73.4,-0.47,0,-1,"0","-1","0","-1",182.814,629342,20.31,1060,2017,6,360.46,764.17,26986,0.170920490484381
"111","Barwani","Madhya Pradesh",2020,294,25853,39077,301,22.8,332.75,289.97,289.97,912.69,8672.54,0.8986,0.1007,7e-04,0.0252,0.7727,0.1584,0.0437,0.2826,0.5883,0.1291,"0","-1","0","-1","2","0.13","0.6","-0.14","0.8","-0.83","265.3","1.46","171.4","-0.18",237.7,0.14,175.3,0.3,10.1,-0.67,"0","-1","26.7","2.92",218.916,590025.33,14.81,1060,2017,6,360.46,764.17,26986,0.0632525106807968
"112","Barwani","Madhya Pradesh",2021,294,26103,44923,20,25.82,331.08,279.68,279.68,890.44,9216.65,0.9116,0.0879,5e-04,0.0186,0.844,0.1107,0.0267,0.3367,0.5333,0.13,"8","2.62","0","-1","0.1","-0.92","0","-1","15.8","2.29","72.3","-0.33","151.4","-0.27",150.4,-0.28,270,1.01,47,0.54,"14","0.27","26","2.83",209.527,1173592.36,24.47,1060,2017,6,360.46,764.17,26986,0.0716306941130777
"113","Barwani","Madhya Pradesh",2019,328,57236,99228,758,61.9,648.59,1329.17,1329.17,3306.93,17412.48,0.9006,0.0986,8e-04,0.0188,0.7617,0.1748,0.0447,0.2765,0.5727,0.1508,"0","-1","0","-1","0","-1","0.1","-0.9","0.1","-0.99","60.9","-0.44","309.1","0.49",458.1,1.2,310.1,1.3,57,0.87,"5.3","-0.52","0","-1",219.218,508409,15,1060,2017,6,360.46,764.17,26986,0.171725018032514
"114","Bastar","Chhattisgarh",2019,551,23660,54473,6242,44.29,327.8,491.69,491.69,1311.18,16389.99,0.845,0.1543,7e-04,0.0122,0.6639,0.1905,0.1334,0.2181,0.4925,0.2894,"26.9","1.56","0","-1","0","-1","8.4","-0.84","76.7","0.06","198.8","-0.18","608.7","0.72",570.2,0.59,424.4,0.96,191.8,1.04,"0.1","-0.99","0.4","-0.97",158.862,302605,16.97,2,2017,14,150.8,209.15,14028,0.293700265251989
